Gene Symbol	Pearson	Spearman
RNF13	0.496386016	0.49997133
UBA2	0.497981342	0.49998919
TNFRSF25	0.64149934	0.5
SCAND3	0.683407154	0.5
DCAF4L2	0.752965069	0.5
TCTN1	0.438624236	0.500045167
ECSCR	0.609112231	0.500087041
ZBTB33	0.476078386	0.500152095
COL19A1	0.670651091	0.500158747
MAGEC2	0.53999226	0.500207847
ACTB	0.495483786	0.500284817
AR	0.672366346	0.500289408
KLHDC10	0.482705678	0.500326036
IP6K1	0.493235404	0.500380843
KDM4B	0.549080522	0.500407082
ATAD2	0.541791783	0.500496549
RCC1	0.52230948	0.500530859
OPHN1	0.588736985	0.500659507
MDM2	0.509123911	0.50071852
ZC3HAV1	0.661280011	0.500802515
TNFSF9	0.490066746	0.500829359
SLC25A10	0.50270808	0.501030933
SDK2	0.64444533	0.501077306
PLEKHG4	0.450645562	0.501109063
AIFM1	0.497780793	0.501413508
THY1	0.564940403	0.501479799
TAF15	0.506203512	0.501511737
ZBTB44	0.538476147	0.501611598
PCED1B	0.427525675	0.501649417
WDR35	0.468385331	0.501776267
LFNG	0.569517341	0.501861628
ABCG1	0.508833929	0.502042901
KAT8	0.519636854	0.502094765
VHL	0.544329361	0.50211587
OTUD3	0.570158355	0.502155003
GART	0.551295532	0.502236468
TMEM102	0.504388399	0.502293684
CTDSPL2	0.51544031	0.502305087
GOLGA8O	0.749005425	0.502445302
KLHL14	0.547178481	0.502486528
SHPRH	0.521811214	0.502566292
MYB	0.707613825	0.502627215
ZNF219	0.503767681	0.502696132
TRIT1	0.514349507	0.502739833
NT5DC1	0.543402737	0.502834301
STOML2	0.52099739	0.502836416
LOXL4	0.639550677	0.502955926
ZFP1	0.519049247	0.502976321
MGST2	0.337220712	0.50304716
BANK1	0.56940107	0.503055089
DEPDC5	0.47100979	0.503102527
RHBDD3	0.494455837	0.503108968
RRAGC	0.5205354	0.503137923
ARFGEF2	0.533668931	0.503221107
CCBL1	0.511290786	0.503231501
RTF1	0.500814979	0.503253301
TXNRD2	0.607785603	0.50332803
FAM120B	0.510871304	0.503408164
ADCY7	0.457833155	0.503432701
DIP2B	0.503701406	0.503524018
ZBTB17	0.500157095	0.503604604
HSD17B4	0.589113937	0.503646451
FGFR1OP	0.519281509	0.503707316
PMS2CL	0.621090778	0.503710407
TMEM126A	0.505011657	0.503727525
SLC1A5	0.507056448	0.503957823
SEC62	0.526578078	0.504015632
LGALSL	0.475772831	0.504016102
RABGAP1	0.507302326	0.504065451
MEP1A	0.658257257	0.504082126
VWDE	0.53867585	0.504084321
COIL	0.526816507	0.504095296
ASAP1	0.494798943	0.504115036
XRN2	0.525089038	0.504118796
ALS2	0.576074021	0.504135557
AUP1	0.507787378	0.504240759
DTYMK	0.518468208	0.504257209
FARP2	0.536513725	0.504319678
CDIPT	0.526266875	0.50434193
KDM5C	0.579194626	0.504412072
SH3PXD2A	0.508237248	0.504416217
HMBOX1	0.522684653	0.5044317
IRAK1	0.536949517	0.504443337
C1RL	0.523571097	0.504452196
TAGLN3	0.64717503	0.5044558
PEX6	0.513686763	0.504522991
CC2D1A	0.531983552	0.504523931
CT47A1	0.803837339	0.504548657
PAICS	0.554352645	0.50461276
VWA8	0.537665019	0.504675739
ALDH1L1	0.605877917	0.504865238
GDF10	0.850550144	0.504975247
SLC33A1	0.506124848	0.504978416
CXXC4	0.602926354	0.505003524
GLUD1	0.546358183	0.505030585
LRRC40	0.515820847	0.505084869
PAX5	0.735790999	0.505113303
KIF2C	0.504301727	0.505152313
VDAC1	0.554851903	0.505227043
NDUFA4L2	0.620860454	0.505277156
NOTUM	0.748013377	0.505297703
ADPGK	0.513767668	0.505314461
COL23A1	0.555837	0.505326047
RCE1	0.508441812	0.505332011
RAB28	0.469421221	0.505571181
FUT3	0.453827741	0.505619616
COA3	0.539681052	0.505667192
MKRN1	0.493657673	0.505677963
C1orf85	0.556979207	0.505733027
TANGO6	0.494670855	0.505735745
SULF1	0.637089035	0.505759281
RSAD1	0.517938461	0.505827152
HEPH	0.638565366	0.505870723
TPD52L2	0.496870338	0.505883625
MTRR	0.516686276	0.505948899
PCDHGC4	0.301018896	0.506001171
DCUN1D4	0.550987429	0.506049084
DERL2	0.483792855	0.506098239
DTWD2	0.318066818	0.506110323
VPS37A	0.535198924	0.506152461
FAM122B	0.502965128	0.506207792
CTU2	0.512128244	0.506224371
IARS2	0.520871887	0.506328474
LRRC25	0.553761751	0.50642863
KBTBD6	0.489935158	0.506455225
FGFRL1	0.497442862	0.506458287
FAM126A	0.524534251	0.506668539
RGL1	0.540383448	0.506715507
MTHFD1L	0.557187909	0.50673126
KAT2B	0.482864385	0.506731437
TAF4	0.50195225	0.506765334
PKM	0.522411499	0.506894818
C2orf76	0.54319932	0.506924381
PATL1	0.512123018	0.507052501
C10orf118	0.54915234	0.507124543
HSPA9	0.521457012	0.507171409
HMGB3	0.565934709	0.507177989
LMLN	0.48659906	0.507184894
ZDHHC16	0.533616716	0.50733477
DIAPH3	0.532326505	0.50735186
SLC31A1	0.497721688	0.507386336
LPCAT3	0.532369022	0.507473381
KIAA1143	0.48652096	0.50754905
RGL3	0.507941602	0.507615019
PMS2	0.419980389	0.507673981
MAP4K3	0.58936121	0.507722803
RNF216	0.363690129	0.507766634
MIEN1	0.685745947	0.507803082
TMEM208	0.50874621	0.507849548
TSHZ3	0.535210361	0.507852092
HDAC6	0.534680189	0.50787104
AARSD1	0.525644488	0.50787625
SLITRK5	0.453591724	0.507876611
TMLHE	0.543821732	0.507886724
ZNF428	0.51444465	0.508020314
PRRC2A	0.488078617	0.508104113
CUL2	0.509326543	0.508121738
TOMM40L	0.471979111	0.508199894
SLC39A7	0.410591376	0.508205585
LY6D	0.537854081	0.508246334
AFF1	0.584120427	0.508270327
PSMD5	0.583687959	0.50832642
APOC2	0.583405037	0.508401113
BRI3BP	0.489312607	0.50840538
SH3BP5L	0.56617479	0.508420898
NUDC	0.524706724	0.508452849
TFF2	0.6423941	0.508547628
BAD	0.555626684	0.508607007
PKN3	0.526407211	0.508636925
TIA1	0.523690958	0.508675861
UBE2H	0.526465995	0.508676566
MICB	0.443777797	0.508708273
POLD3	0.487851961	0.508736491
TIMMDC1	0.555715722	0.508831899
COL4A6	0.578402037	0.508837318
LRRC42	0.410523638	0.508852444
PARG	0.509781887	0.508865442
IFFO2	0.490787628	0.508877199
HEXDC	0.579830207	0.508894879
CALR	0.509113493	0.508930833
HSPB6	0.69239977	0.50902965
DDT	0.478145795	0.509051387
KLK10	0.691245454	0.509089652
PFKL	0.531069693	0.50918463
ERCC8	0.516884687	0.509197773
ANKRD16	0.525224783	0.509218102
ZNF821	0.486982042	0.509230769
TECPR1	0.485540096	0.509246369
PEX11A	0.420948736	0.50932701
SPHK1	0.531907221	0.509446789
MBD2	0.559906473	0.50958248
TCEA2	0.558583259	0.509647374
GDI2	0.517647528	0.509691284
ZBTB4	0.485137568	0.509704239
GTPBP1	0.541227388	0.509729589
TFDP1	0.46414124	0.509821508
NMRAL1	0.535151813	0.509823353
METTL8	0.519364315	0.509864122
HEXIM2	0.496563634	0.509963114
IL1R1	0.557703526	0.509998387
HNRNPF	0.553015594	0.510022865
TMBIM6	0.556758511	0.51018046
C9orf89	0.526392914	0.510185718
NR0B1	0.59759691	0.510218728
SCAF11	0.555940408	0.510307682
ZNF76	0.509317814	0.51039038
WBSCR22	0.538957468	0.510466958
ZNRF1	0.510408958	0.510490968
MAML1	0.474517509	0.510516015
NANP	0.507927727	0.510576133
NVL	0.527276746	0.510596963
NUDT1	0.523248263	0.510609418
RAB10	0.560721666	0.510637148
RIPK4	0.530450788	0.510643573
DHX58	0.475208807	0.51076447
SLC38A2	0.51088744	0.510768238
CFD	0.658394892	0.510804553
GDPGP1	0.516855987	0.510904705
METTL25	0.365179886	0.510966735
GUK1	0.538219501	0.510977424
CCDC174	0.511459576	0.510981993
PIM1	0.76779998	0.510989011
NIT1	0.530242317	0.510993404
RECQL5	0.543012608	0.511082938
TMEM168	0.533769266	0.511085603
ALG12	0.522564255	0.511108162
GPR155	0.524426907	0.511117826
PPTC7	0.50054234	0.511132839
ADCK4	0.520052903	0.511184691
PAPPA	0.664370533	0.511287741
PITHD1	0.544584062	0.511355534
PPP1R12A	0.538542523	0.511356239
UTY	0.587235026	0.511360952
SLC11A2	0.494571714	0.511387848
MSANTD3	0.46393519	0.511458146
HDGF	0.505617735	0.511465513
NFXL1	0.508374788	0.511481493
AP1G2	0.501772831	0.511550656
GAP43	0.584440968	0.511551206
BAG5	0.504524725	0.511579017
RHOU	0.410657037	0.511722193
PRCC	0.548713042	0.51172871
SLC25A1	0.533367572	0.511835869
YARS2	0.551640177	0.511892033
ABHD13	0.465163372	0.511909987
MAP4K1	0.7139696	0.511956976
POLR1D	0.538212209	0.512035095
USP5	0.525184099	0.512044076
LEPROT	0.535392775	0.512064252
TARS2	0.566990604	0.512100005
SUMO3	0.594633252	0.512106698
AEBP2	0.514642923	0.512116311
TCEANC2	0.474366301	0.512162144
TNFRSF13C	0.635005841	0.512191684
EIF3J	0.476600483	0.512243824
TP63	0.740090454	0.512251252
ACAP2	0.547601141	0.512260978
PDCD2	0.524984071	0.51226705
STRN	0.565748663	0.512293173
CHSY1	0.593097402	0.512326098
WWP2	0.524800542	0.512368372
KIAA0947	0.499821881	0.512413962
SLC39A3	0.538282969	0.512448541
SGCD	0.67947409	0.512544583
NLE1	0.534877826	0.512548615
DDX39A	0.491430938	0.512620759
PEX11B	0.534298486	0.512711508
ZCCHC8	0.49094305	0.512743898
CLASP1	0.52401569	0.512747658
TRAP1	0.504154277	0.512763637
FUCA2	0.6308346	0.512883251
JSRP1	0.677069917	0.512904936
UBN2	0.514888367	0.512908396
IPO7	0.520475697	0.513015554
CCP110	0.55903458	0.513022224
ABCC5	0.58382796	0.513037804
AGPAT1	0.499133376	0.513134568
HACE1	0.483367074	0.513219412
ATAD2B	0.486747575	0.513220942
CSGALNACT2	0.514464822	0.513340846
ZNF84	0.608688066	0.513431013
FABP3	0.677543344	0.513493304
TRAF1	0.557943249	0.513527423
C14orf1	0.527644696	0.513542351
ATAD3B	0.530972541	0.513544298
SFXN5	0.555800073	0.513649734
LRP10	0.512303176	0.513667206
UBE2J1	0.606409036	0.513676837
OLFM3	0.74476707	0.513771015
GPR143	0.618913237	0.513815644
UBA5	0.513518865	0.513917709
PARS2	0.534183841	0.513965883
DNER	0.676389983	0.513991163
BCL2	0.629299819	0.514014968
TM9SF2	0.534125511	0.514092312
IDE	0.542850687	0.514096542
ZMIZ1	0.491142771	0.514105471
FOXJ3	0.531633292	0.514145985
ZC3H7A	0.523886029	0.5142413
RPUSD2	0.520057888	0.51424318
FAM96A	0.516449804	0.514294436
USH1C	0.732822478	0.514328396
ISOC2	0.534313784	0.514370952
TBC1D15	0.515225297	0.514390288
OLFML2B	0.538837806	0.514464922
MRE11A	0.519994587	0.514501442
C18orf25	0.541137842	0.514520707
GIT2	0.56589639	0.514569121
UBTD2	0.646923356	0.514573586
TCEB3	0.577167392	0.514694374
ADAT1	0.54132387	0.51476797
FBXO30	0.46305097	0.514849708
TMOD3	0.521691627	0.514850648
DNAJA3	0.534129293	0.514882607
BOD1	0.517581806	0.514884975
FAN1	0.423601032	0.514908579
OXSR1	0.503286374	0.514921147
GPT	0.77271928	0.51496388
E2F4	0.477216366	0.514998696
STAM2	0.512049029	0.5150511
TBCE	0.544136319	0.515127709
SMEK1	0.544409988	0.515146979
RBM27	0.523367097	0.515186459
CA5B	0.621916202	0.515329634
URI1	0.505211941	0.515375396
GOLGA2	0.52422176	0.515412761
WDSUB1	0.505951023	0.515453959
H1FX	0.560737553	0.515533079
GNAQ	0.64058037	0.515543654
ZNF627	0.592413772	0.515680955
USP25	0.526766657	0.51568204
MUTYH	0.5267689	0.515722763
DGKZ	0.610091216	0.51572451
CDC42SE2	0.45324109	0.515806689
MAT2B	0.504347551	0.515835991
CDK2	0.646764973	0.51587688
C19orf54	0.515117682	0.515894192
JUN	0.531429186	0.515914792
STARD4	0.487170747	0.515922663
FYCO1	0.502671996	0.515949729
SLX4IP	0.476751132	0.515960738
PGAP2	0.477097465	0.515966387
ARL8A	0.533178197	0.516007139
PSME2	0.533215332	0.516012239
APTX	0.533793334	0.516016704
KLK7	0.503479369	0.516035281
EPS8L3	0.805475867	0.516100816
RBM23	0.573788962	0.516112817
SLC6A8	0.54339962	0.516168227
MCEE	0.51819681	0.516184492
UBE2M	0.51202133	0.516209784
POGK	0.490919543	0.516350143
TBC1D20	0.488270523	0.516373571
ARHGEF6	0.641629389	0.516537927
ARPC5L	0.522026276	0.516562367
RPA2	0.53632552	0.516592682
KRTAP5-2	0.662876351	0.516666667
SCYL3	0.524277408	0.516712205
HSF1	0.521262909	0.51673274
RER1	0.525380926	0.516802064
ATP1B3	0.533434302	0.516837314
HLA-DQB1	0.555077984	0.516888863
ENTPD5	0.604151542	0.516911126
GOLPH3	0.568510955	0.517013327
KMT2A	0.521829992	0.517069726
PCF11	0.562293212	0.517086646
RAP1B	0.587224618	0.517109206
WDR54	0.527313512	0.517124548
HTATSF1	0.521599612	0.517148685
DEGS1	0.538491713	0.517171511
GLYR1	0.58889707	0.517174649
TUFM	0.567257804	0.517207434
BPIFB1	0.577251192	0.517207463
TOP2B	0.618500148	0.517292738
STIM2	0.514445453	0.517390287
SEC24A	0.527919027	0.517434912
PAK2	0.511596697	0.517457706
DNAJC17	0.524847021	0.517525386
PHF3	0.527860028	0.51753455
MTHFD1	0.519361353	0.517683069
CXCR4	0.596892006	0.517730894
KIF3A	0.541340374	0.517742758
RIC8A	0.589923766	0.517777773
GZF1	0.563347564	0.517873983
PSMF1	0.52741914	0.51799021
CCDC94	0.558701291	0.517996085
APBB1IP	0.700224712	0.518055467
HEXIM1	0.547059935	0.518058594
SLC25A18	0.65886499	0.518071902
GIGYF2	0.524618404	0.518073399
RNF141	0.519548957	0.518113465
ARHGEF3	0.524497961	0.518157182
PDZK1IP1	0.617665965	0.518185183
IFRD2	0.537079046	0.518190721
MCOLN1	0.52838413	0.518227912
ZFAND2B	0.531499347	0.518235712
TRH	0.886696595	0.518267489
STRN4	0.526049754	0.518287716
CD34	0.614523453	0.518383642
ERCC4	0.528531002	0.518413065
SNAP23	0.552061846	0.51842519
CASD1	0.63897645	0.518456227
NAGK	0.520228371	0.518459969
C16orf59	0.455041918	0.518539326
LSAMP	0.572280812	0.518684093
GOT2	0.538341469	0.518688622
R3HDM1	0.470511114	0.518734515
MSH6	0.563410546	0.51881035
DNAJC21	0.538876791	0.518933489
NRBP2	0.476300547	0.519011252
METAP1D	0.56590114	0.519186376
MVK	0.524495413	0.519228175
ZDHHC4	0.557552499	0.519276161
CTTNBP2	0.544686649	0.519323666
CLSTN3	0.461491903	0.519341223
MEGF6	0.444402757	0.519396346
FAM171A2	0.490332081	0.519403186
SIRT6	0.514284798	0.519406303
MKRN3	0.440427597	0.519443081
ARID1B	0.585170445	0.519446253
KAT6A	0.513277781	0.519467406
ZMYM4	0.581157111	0.519473277
KIAA1468	0.540717763	0.519501947
TMEM230	0.489738837	0.519580671
SELL	0.745468353	0.519729263
KIF3B	0.545552791	0.519790289
PPM1D	0.55194777	0.51980393
CYGB	0.767208485	0.519898741
MGAT1	0.533449254	0.519959486
PI4KB	0.549160753	0.519984478
E2F1	0.568406826	0.520253165
B4GALT3	0.638297099	0.52030823
ZNF710	0.538007593	0.52033543
USP38	0.489676444	0.520370399
MINPP1	0.540334595	0.520381306
KCNQ1	0.56957865	0.52038659
RAP1GAP2	0.469599536	0.520408939
AKTIP	0.538568117	0.52042379
FUBP3	0.589159935	0.520434651
NUDT18	0.484598567	0.52062648
CEACAM5	0.712609122	0.52069096
ZMYM1	0.489765935	0.520718562
SRF	0.53317563	0.520722169
TMEM184A	0.468906262	0.520776874
ETNK1	0.547008675	0.520785032
ARNT	0.609298682	0.520787059
KLHL22	0.593044311	0.520819048
CCAR2	0.529316382	0.520852946
RNF214	0.543896976	0.520854121
INPP5B	0.581678242	0.520868071
TSC22D3	0.530631175	0.520894986
BOK	0.545764745	0.520916414
ALG6	0.522254085	0.520939148
ZC3H10	0.544814426	0.520947609
PRUNE2	0.566895725	0.520949639
ABCF2	0.520142958	0.521036244
RPS6KA4	0.530275392	0.521060448
HMGB1	0.53089709	0.521103453
PIAS3	0.516987602	0.521109499
CBL	0.547879819	0.521187817
FSBP	0.417516408	0.521188721
MSTO1	0.547806572	0.52134644
TXLNA	0.529918192	0.521367355
HNF1B	0.667462001	0.521397176
RAB30	0.620897473	0.521520017
TTC5	0.52180276	0.521552297
GPCPD1	0.483532103	0.521596062
CHID1	0.578948688	0.521639716
ZBTB18	0.521682688	0.521643877
IFT57	0.647873948	0.521651867
ILKAP	0.522727667	0.52172643
PAGE5	0.65884545	0.521726793
PRF1	0.67945744	0.521735394
ZNF384	0.556302698	0.521835469
ZDHHC3	0.548720793	0.521869536
PLEKHB2	0.514101684	0.521906849
OLFML3	0.672606189	0.522084638
CERS2	0.515888286	0.522107361
FRMD4A	0.532477418	0.522126191
HMGN2	0.51036178	0.52216282
MSMO1	0.54205078	0.522164935
GOLGA1	0.544612276	0.522189845
FAM20B	0.531424625	0.522192096
STARD3NL	0.580870784	0.522224484
UBE2I	0.51492679	0.522269979
KIF5B	0.527379679	0.522324968
AP1M1	0.501725849	0.522334133
MOB3A	0.62146727	0.522528074
SLC41A3	0.519569416	0.522677203
LDLRAD3	0.609504915	0.522752497
PJA1	0.604712033	0.522778773
PDSS2	0.541530887	0.522810846
SPATA33	0.466464071	0.522812863
MANF	0.55485745	0.522949121
ELMO1	0.633839527	0.522966419
HCLS1	0.81698851	0.52299518
CEP128	0.588027336	0.523005105
MFSD10	0.57005242	0.523091173
USP42	0.490852677	0.523132298
SELRC1	0.529257389	0.523149103
GNB4	0.499182055	0.523183178
ITPA	0.530903409	0.523189523
DENND5A	0.535256339	0.523194289
UNC119B	0.548812515	0.523275288
MAD2L2	0.583590687	0.523279608
MUC13	0.768981307	0.523429261
PARP4	0.521379148	0.523441675
SLC38A9	0.521457919	0.523480881
BMP6	0.559201981	0.523529412
RNF2	0.572310195	0.523537554
LUM	0.696358743	0.523579531
DDX3X	0.525963522	0.523639073
XPO7	0.547743321	0.523652702
MTHFR	0.539566018	0.52367674
ANKRD17	0.539109082	0.523685602
MAST3	0.529894847	0.523732252
PACS1	0.466649605	0.523783361
PRKCI	0.604864835	0.523856852
ECT2	0.528472774	0.523945744
ARL3	0.536381295	0.523986398
GTSF1	0.716625114	0.524171012
CWF19L1	0.532413484	0.524175806
AKR1B10	0.782118783	0.524335125
IPCEF1	0.741360844	0.524369748
DBNL	0.510512501	0.524424058
NLGN2	0.426035361	0.524449235
NFATC2IP	0.509683267	0.524542825
SRD5A1	0.561299663	0.52464986
TRIP11	0.533287841	0.524660605
ELAC2	0.512103194	0.524703375
RNH1	0.53668553	0.524796199
GK5	0.502014348	0.524832816
NDUFAF7	0.511759933	0.524835678
BAHD1	0.502092538	0.524944144
DNAL4	0.510162013	0.524974733
ACOX3	0.504747359	0.525077805
TPRN	0.576953336	0.525106865
RAP2C	0.580279119	0.525122682
OSBPL2	0.558067909	0.525187469
HIATL1	0.497841932	0.525236591
ZNF263	0.525426835	0.525283798
HACL1	0.505920711	0.525307788
TNFRSF11B	0.568368416	0.525324294
EHMT1	0.483814312	0.525368887
BNC1	0.781720866	0.525374547
TAP2	0.543964971	0.525539025
CYC1	0.517799522	0.525589079
BTD	0.543960666	0.525594484
FGD6	0.470825688	0.525637861
MR1	0.525246735	0.525850233
DENND5B	0.451280648	0.526038522
OTX1	0.379617378	0.526077284
VTI1B	0.530726467	0.526078108
LIMK1	0.580853202	0.526145344
NDUFAF2	0.520806513	0.526150018
TCEAL2	0.611106758	0.526201193
HPGD	0.605063479	0.526218167
SMYD2	0.554385733	0.526418619
SAPCD2	0.503864267	0.526504028
SMN1	0.492297936	0.526511913
ZNF275	0.501670253	0.526515404
CD200R1	0.664548495	0.526587577
ZHX1	0.590619084	0.526604267
GNB1L	0.559370023	0.526648212
NT5C	0.515034077	0.526670301
CASP3	0.580541443	0.526760305
ENTPD8	0.484384526	0.526767958
ZNF496	0.548076049	0.526806911
LIF	0.453429729	0.526815323
PPP6R2	0.454108985	0.526891434
YKT6	0.514305017	0.526915403
LSM1	0.549520393	0.526940313
IGSF1	0.611327281	0.527040979
FAM53C	0.515475256	0.527101335
AKR1A1	0.532727004	0.527287169
BLVRB	0.589250231	0.527327118
WDHD1	0.535088368	0.527484097
RAD23A	0.545487588	0.527484567
TMEM237	0.563795553	0.527484567
FAM84A	0.583990018	0.527551849
TMX1	0.534713715	0.52758679
HMGN1	0.612092528	0.52758914
TIMM44	0.53437503	0.527618515
PLA2G12B	0.681736005	0.527632898
PCGF2	0.534321831	0.527682904
DNASE2	0.58687509	0.527714629
TOB1	0.623775146	0.527717996
ZFP36	0.495647777	0.527790171
SLC2A5	0.577166492	0.527793105
POC1A	0.52161475	0.527795064
PABPC4	0.567414946	0.527975241
MGAT5	0.549647662	0.528139739
SPIN3	0.361928845	0.528140817
CYLD	0.534648563	0.528216402
SLC25A5	0.507029908	0.528398941
GNB5	0.564871631	0.528402179
PUM2	0.548235843	0.528420435
RAB1A	0.633370526	0.528497639
BAZ2B	0.609304547	0.528608774
PDGFA	0.554092087	0.528682171
SLC44A3	0.592349583	0.528693529
USP27X	0.682141767	0.528823115
LPGAT1	0.566239065	0.528863866
PHOSPHO1	0.486478388	0.528932629
B4GALT7	0.523572285	0.529034521
PMM2	0.538385342	0.529068448
CEP85	0.534360974	0.529180325
AKNA	0.634036612	0.529201164
IMPAD1	0.533830822	0.529204041
CCDC109B	0.615096175	0.529279861
ARL2	0.524196903	0.529280885
ZNF761	0.452226734	0.529290876
STAU1	0.538969577	0.529374414
CACUL1	0.52879275	0.529414124
MYD88	0.593287206	0.529476403
CST1	0.612297796	0.529524231
ETV3	0.479755833	0.529621141
UNC119	0.572592179	0.529661245
TMCO4	0.538062646	0.529687683
SCP2	0.564530617	0.52973396
MPZL1	0.618107757	0.529754874
NT5DC2	0.496075022	0.529788479
RPS6KC1	0.548632978	0.529888543
GCFC2	0.575723499	0.529899999
CREG1	0.593075795	0.529989141
NANS	0.538687014	0.530027236
RAB21	0.536572864	0.530071416
COL4A5	0.540553458	0.530116887
RAPGEF1	0.533976574	0.530191241
ETFB	0.672292901	0.530191734
GOT1	0.540470257	0.530210769
ACN9	0.71388234	0.530213692
NDRG3	0.543752729	0.530291373
C18orf32	0.520242287	0.530307226
RABEP2	0.509078639	0.530352942
SAMD1	0.534044231	0.530359757
IRAK3	0.488049317	0.530375552
PCIF1	0.499790631	0.530400021
TRAK1	0.517236435	0.530439059
EPC1	0.505734474	0.530469339
INVS	0.480056896	0.53050792
HSD11B2	0.565539868	0.530620431
RCOR3	0.520544748	0.530633529
LANCL1	0.535502985	0.530752203
CLSTN1	0.511789992	0.530810247
RAB6A	0.520832356	0.530813772
GPRIN3	0.678171187	0.530823245
NSMAF	0.644930837	0.530878529
CHEK1	0.50829879	0.530884953
CREB3L1	0.550571179	0.531016731
STK24	0.53474412	0.531124673
ANO6	0.543271825	0.531170968
SPPL2A	0.524151888	0.531178744
SERAC1	0.596930242	0.531206872
CHMP6	0.554834359	0.531247577
ABCA1	0.538258137	0.531254527
FAM210A	0.609833347	0.531254787
ARHGAP9	0.70222887	0.531329841
OTUD6B	0.511961604	0.531331182
C16orf87	0.518883559	0.53137162
RUFY3	0.624819877	0.53140338
CDCA7L	0.548771992	0.531414095
DLGAP1	0.613522853	0.531435021
KLF6	0.497556238	0.531475748
APOBEC2	0.607074338	0.531475748
TAX1BP1	0.492410872	0.531543673
PREP	0.588067122	0.531585503
TYMS	0.512149285	0.531618637
SMAD5	0.559843578	0.531636003
MAN1B1	0.592973088	0.531639552
ZHX3	0.555229239	0.531650597
MAVS	0.50869196	0.53179136
CST7	0.52355779	0.53184317
SIX1	0.336085388	0.531862745
PELI2	0.493313947	0.531994277
MAFF	0.590887711	0.532031192
NCKAP5L	0.512708408	0.532054677
PTK6	0.509240139	0.532080114
SH3RF1	0.613172855	0.5321179
KBTBD7	0.489280203	0.532128727
KHSRP	0.545626771	0.532178635
KIN	0.531251669	0.53218592
FAM211A	0.602549452	0.532205182
PTPRZ1	0.699240822	0.532222271
GINM1	0.52251811	0.532310337
ATG7	0.584354482	0.532558861
PPP1R27	0.868523591	0.532561133
PPP5C	0.527142154	0.532585886
DHODH	0.525188099	0.53260868
KMO	0.532617542	0.532619051
SLC27A4	0.537960785	0.532637115
CTAG2	0.722402707	0.532662533
LCOR	0.533449431	0.532664138
ZNF480	0.50277536	0.532773109
LAT	0.446304867	0.532806324
TATDN1	0.575496313	0.532886917
DDHD1	0.6182201	0.532929777
PTGES2	0.53492776	0.532974101
YRDC	0.529930989	0.533032615
TMED4	0.548380661	0.533043425
DCAF16	0.53007008	0.533126352
MYCBP2	0.608647192	0.533210038
NMT2	0.523193402	0.533237063
FAM49B	0.545691386	0.533283357
ADSS	0.533613717	0.533306152
UBE2E1	0.560690149	0.533326056
MAZ	0.540483	0.533329089
CCNI	0.441243004	0.533333333
DMPK	0.729774745	0.533333333
NPAS2	0.435116309	0.533333333
HLCS	0.554783522	0.533405086
HEATR6	0.613691593	0.533428541
MAPKBP1	0.503654807	0.533432712
LPHN3	0.595358344	0.533441142
SLMAP	0.557985076	0.533445035
KNOP1	0.559523838	0.533452085
MBLAC1	0.550632258	0.533491478
RIMS2	0.508663452	0.533509775
HMCES	0.510703816	0.533535744
PLBD2	0.59350698	0.533556189
TMEM184B	0.575926355	0.533624669
ARPC1B	0.59652648	0.533654653
DPAGT1	0.521712744	0.533716613
NADSYN1	0.586842047	0.533785381
MAPK8	0.562015239	0.533891946
ARMC10	0.537383323	0.5339155
HMBS	0.555566479	0.533963674
SURF1	0.546370621	0.533970356
XPR1	0.600670753	0.534013977
C1orf226	0.494768462	0.53403048
STX4	0.544723553	0.534083523
INPP5F	0.712572981	0.534216237
RRAD	0.719758142	0.534221525
GBP6	0.642757819	0.534233154
TNFRSF17	0.589728804	0.534313725
TMEM164	0.528340486	0.534588496
TRIM28	0.566586687	0.534658796
ZKSCAN1	0.536638229	0.534676421
DBR1	0.516688139	0.534728355
ZMIZ2	0.503948447	0.534761354
ATP2C2	0.56076641	0.534784634
FRG1	0.581684041	0.534896143
BTBD10	0.541788363	0.534901996
PCNT	0.557430126	0.534951132
GFPT1	0.551590037	0.534982622
STOML1	0.475742632	0.535091421
SLC35B2	0.566214632	0.53510952
ABHD10	0.643754345	0.53512973
APOE	0.654122291	0.535218089
PTPRD	0.492203781	0.535259591
MIEF2	0.555560305	0.535398696
SDR16C5	0.502418796	0.535497112
LAPTM4A	0.620941661	0.535504952
SLC14A1	0.579479842	0.535510429
UTS2	0.639929238	0.535569542
ABCA8	0.76297281	0.535569542
SKP2	0.585091393	0.535581205
ILDR1	0.447913849	0.535603715
ABI1	0.53051015	0.535657769
TMED1	0.547799759	0.535675525
ORM2	0.667753838	0.535722573
MTHFSD	0.496282759	0.535849716
DNAJC25	0.532148633	0.535871476
OARD1	0.547168696	0.53588541
IFNGR1	0.519450046	0.535929191
TIMM50	0.627056351	0.535993345
JMJD1C	0.530403437	0.536046219
FAM102A	0.56881779	0.536070426
ULK3	0.583838443	0.536072623
PDE4DIP	0.776065054	0.536084289
YWHAQ	0.546197967	0.536169593
CCDC124	0.510823389	0.536173823
USP14	0.569727948	0.536220117
RNF219	0.552695944	0.536240562
QRICH1	0.53552431	0.536246437
EDC4	0.528240034	0.536265707
GPATCH11	0.553625183	0.536290795
CTPS1	0.59672457	0.536350541
FER	0.58165087	0.536394791
ZNF771	0.537143258	0.536418769
